資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
130771,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區民安西路21號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區民安西路21號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130772,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區民安路168號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區民安路168號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130773,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區自立街200號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區自立街200號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130774,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區幸福路670巷2弄21號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區幸福路670巷2弄21號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130775,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區幸福路670巷2弄23號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區幸福路670巷2弄23號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130776,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區幸福路729號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區幸福路729號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130777,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區建中街72之1號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區建中街72之1號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130778,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區建中街92號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區建中街92號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130779,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區後港一路100號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區後港一路100號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130780,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區思源路127號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區思源路127號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130781,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區富國路15號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區富國路15號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130782,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區復興路1段91號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區復興路1段91號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130783,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區福壽街134號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區福壽街134號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130784,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區龍安路278巷2號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區龍安路278巷2號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130785,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區龍安路339號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區龍安路339號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130786,新北市幼兒常規疫苗接種合約醫療院所-新北市瑞芳區明燈路3段36號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市瑞芳區明燈路3段36號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130787,新北市幼兒常規疫苗接種合約醫療院所-新北市樹林區中華路112號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市樹林區中華路112號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130788,新北市幼兒常規疫苗接種合約醫療院所-新北市樹林區中華路241號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市樹林區中華路241號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130789,新北市幼兒常規疫苗接種合約醫療院所-新北市樹林區日新街34號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市樹林區日新街34號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130790,新北市幼兒常規疫苗接種合約醫療院所-新北市樹林區四德街21號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市樹林區四德街21號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130791,新北市幼兒常規疫苗接種合約醫療院所-新北市樹林區保安街1段190號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市樹林區保安街1段190號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130792,新北市幼兒常規疫苗接種合約醫療院所-新北市樹林區復興路18號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市樹林區復興路18號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130793,新北市幼兒常規疫苗接種合約醫療院所-新北市樹林區學成路600號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市樹林區學成路600號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130794,新北市幼兒常規疫苗接種合約醫療院所-新北市樹林區學府路362號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市樹林區學府路362號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130795,新北市幼兒常規疫苗接種合約醫療院所-新北市樹林區學勤路597號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市樹林區學勤路597號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130796,新北市幼兒常規疫苗接種合約醫療院所-新北市樹林區樹新路41號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市樹林區樹新路41號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130797,新北市幼兒常規疫苗接種合約醫療院所-新北市蘆洲區三民路13-15號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市蘆洲區三民路13-15號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130798,新北市幼兒常規疫苗接種合約醫療院所-新北市蘆洲區中山2路135號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市蘆洲區中山2路135號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130799,新北市幼兒常規疫苗接種合約醫療院所-新北市蘆洲區中正路9號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市蘆洲區中正路9號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130800,新北市幼兒常規疫苗接種合約醫療院所-新北市蘆洲區中華街63號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市蘆洲區中華街63號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130801,新北市幼兒常規疫苗接種合約醫療院所-新北市蘆洲區民族路377號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市蘆洲區民族路377號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130802,新北市幼兒常規疫苗接種合約醫療院所-新北市蘆洲區民族路432號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市蘆洲區民族路432號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130803,新北市幼兒常規疫苗接種合約醫療院所-新北市蘆洲區永樂街2號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市蘆洲區永樂街2號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130804,新北市幼兒常規疫苗接種合約醫療院所-新北市蘆洲區長安街290號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市蘆洲區長安街290號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130805,新北市幼兒常規疫苗接種合約醫療院所-新北市蘆洲區長榮路15號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市蘆洲區長榮路15號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130806,新北市幼兒常規疫苗接種合約醫療院所-新北市蘆洲區長榮路175號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市蘆洲區長榮路175號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130807,新北市幼兒常規疫苗接種合約醫療院所-新北市蘆洲區長榮路323號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市蘆洲區長榮路323號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130808,新北市幼兒常規疫苗接種合約醫療院所-新北市蘆洲區長榮路43-1號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市蘆洲區長榮路43-1號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130810,新北市幼兒常規疫苗接種合約醫療院所-新北市蘆洲區長榮路96.98號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市蘆洲區長榮路96.98號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130811,新北市幼兒常規疫苗接種合約醫療院所-新北市蘆洲區長樂路168號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市蘆洲區長樂路168號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130812,新北市幼兒常規疫苗接種合約醫療院所-新北市蘆洲區信義路273號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市蘆洲區信義路273號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130813,新北市幼兒常規疫苗接種合約醫療院所-新北市鶯歌區建國路173號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市鶯歌區建國路173號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130814,新北市幼兒常規疫苗接種合約醫療院所-新北市鶯歌區國慶街141號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市鶯歌區國慶街141號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130815,新北市幼兒常規疫苗接種合約醫療院所-新北市鶯歌區國慶街167號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市鶯歌區國慶街167號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130816,新北市幼兒常規疫苗接種合約醫療院所-新北市鶯歌區鶯桃路573號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市鶯歌區鶯桃路573號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130841,桃園市人口與戶籍動態登記(109年9月起),桃園市政府民政局,公共資訊,桃園市各區里鄰戶數、人口數與戶籍動態登記數按性別、登記項目,區域別;村里數現有門牌;村里數戶籍登記;鄰數現有門牌;鄰數戶籍登記;戶數;性別;人口數;遷入人數自國外;遷入人數自他省市新北市;遷入人數自他省市臺北市;遷入人數自他省市桃園市;遷入人數自他省市臺中市;遷入人數自他省市臺南市;遷入人數自他省市高雄市;遷入人數自他省市臺灣省;遷入人數自他省市福建省;遷入人數自他省市其他省市;遷入人數自本省他縣市;遷入人數自本縣市他鄉鎮市區;遷入人數初設戶籍;遷入人數其他;遷出人數往國外;遷出人數往他省市新北市;遷出人數往他省市臺北市;遷出人數往他省市桃園市;遷出人數往他省市臺中市;遷出人數往他省市臺南市;遷出人數往他省市高雄市;遷出人數往他省市臺灣省;遷出人數往他省市福建省;遷出人數往他省市其他省市;遷出人數往本省他縣市;遷出人數往本縣市他鄉鎮市區;遷出人數廢止戶籍;遷出人數其他;住址變更人數入;住址變更人數出;行政區域調整人數增;行政區域調整人數減;嬰兒出生總數婚生;嬰兒出生總數非婚生已認領;嬰兒出生總數非婚生未認領;嬰兒出生總數無依兒童;生母原屬國籍大陸港澳地區;生母原屬國籍外國籍;生父原屬國籍大陸港澳地區;生父原屬國籍外國籍;遺腹子;雙胞胎;三胞胎以上;死亡人數;認領人數;收養人數;終止收養人數;監護人數;輔助人數;未成年子女權利義務行使負擔人數;結婚對數_不同性別;結婚對數_相同性別;離婚／終止結婚對數_不同性別;離婚／終止結婚對數_相同性別,每月,政府資料開放授權條款-第1版,,2020/10/07 15:57,
130842,109年9月份人口數統計表,民政處,生育保健,金門縣109年9月各鄉鎮村里人口數,編號;村里數;鄰數;戶數;男數;女數;總人口數;出生人數;死亡人數;結婚對數;離婚對數;遷入人數;遷出人數,每月,政府資料開放授權條款-第1版,,2020/10/06 11:19,
130809,新竹縣原住民部落文化健康站,社會處,公共資訊,新竹縣原住民部落文化健康站資訊,資源彙整機關;辦理單位;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間,每半年,政府資料開放授權條款-第1版,,2020/10/05 00:00,
130839,臺北市颱風與洪水期間緊急停車規定與範圍,臺北市停車管理工程處,公共資訊,提供臺北市颱風與洪水期間緊急停車相關規定與停車範圍,本市各河域疏散門關閉因應臨時停車需求開放紅黃線適當區域範圍計畫;颱洪期間問與答;開放紅黃線區域;開放及停止時機;限制條件;洽詢專線等,每年,政府資料開放授權條款-第1版,,2020/10/05 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
130825,臺北市勞工保險及就業服務按月別,臺北市政府主計處,公共資訊,臺北市勞工保險及就業服務按月別時間數列統計資料,勞工保險投保單位數;勞工保險投保人數;勞工保險給付件數;勞工保險給付金額;市府推介就業服務/新登記求職人數;市府推介就業服務/新登記求才人數;市府推介就業服務/有效求職推介就業人數;市府推介就業服務/有效求才僱用人數;市府推介就業服務/求職就業率;市府推介就業服務/求才利用率;重大職業災害發生件數;重大職業災害死亡人數,每月,政府資料開放授權條款-第1版,無,2020/10/06 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
130826,臺北市戶口之戶量,臺北市政府主計處,公共資訊,臺北市戶口之戶量時間數列統計資料,年底別;戶別;戶數;人口數;戶量,每年,政府資料開放授權條款-第1版,無,2020/10/06 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
130827,110年度臺北市總預算案歲出機關別預算比較總表（資本門）,臺北市政府主計處,公共資訊,110年度臺北市總預算案,款;名稱;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,每5年,政府資料開放授權條款-第1版,,2020/10/06 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
130828,110年度臺北市總預算案歲出機關別預算比較總表（經常門）,臺北市政府主計處,公共資訊,110年度臺北市總預算案,款;名稱;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,每5年,政府資料開放授權條款-第1版,,2020/10/06 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
130829,110年度臺北市總預算案歲出機關別預算總表,臺北市政府主計處,公共資訊,110年度臺北市總預算案,款;名稱;經常門;資本門;合計;百分比,每5年,政府資料開放授權條款-第1版,,2020/10/06 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
130830,110年度臺北市總預算案歲出政事別預算比較總表（資本門）,臺北市政府主計處,公共資訊,110年度臺北市總預算案,款;項;名稱;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,每5年,政府資料開放授權條款-第1版,,2020/10/06 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
130831,110年度臺北市總預算案歲出政事別預算比較總表（經常門）,臺北市政府主計處,公共資訊,110年度臺北市總預算案,款;項;名稱;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,每5年,政府資料開放授權條款-第1版,,2020/10/06 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
130832,110年度臺北市總預算案歲出政事別預算總表,臺北市政府主計處,公共資訊,110年度臺北市總預算案,款;項;名稱;經常門;資本門;合計;百分比,每5年,政府資料開放授權條款-第1版,,2020/10/06 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
130833,110年度臺北市總預算案歲入來源別預算比較總表（資本門）,臺北市政府主計處,公共資訊,110年度臺北市總預算案,款;項;名稱;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,每5年,政府資料開放授權條款-第1版,,2020/10/06 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
130834,110年度臺北市總預算案歲入來源別預算比較總表（經常門）,臺北市政府主計處,公共資訊,110年度臺北市總預算案,款;項;名稱;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,每5年,政府資料開放授權條款-第1版,,2020/10/06 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
130835,110年度臺北市總預算案歲入來源別預算總表,臺北市政府主計處,公共資訊,110年度臺北市總預算案,款;項;名稱;經常門;資本門;合計;百分比,每5年,政府資料開放授權條款-第1版,,2020/10/06 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
130836,110年度臺北市總預算案收支簡明比較分析表,臺北市政府主計處,公共資訊,110年度臺北市總預算案,項目;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,每5年,政府資料開放授權條款-第1版,,2020/10/06 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
130837,110年度臺北市總預算案歲入歲出性質及餘絀簡明比較分析表,臺北市政府主計處,公共資訊,110年度臺北市總預算案,項目;本年度預算數金額;本年度預算數百分比;上年度預算數金額;上年度預算數百分比;前年度決算數金額;前年度決算數百分比;本年度與上年度比較金額;本年度與上年度比較增加率,每5年,政府資料開放授權條款-第1版,,2020/10/06 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
