ID,開放建議標題,建議資料集名稱,建議開放的欄位,建議原因,瀏覽次數,建議者,發表時間,派發機關,分派狀態,回復狀態
54336,2010年國民長期照護需要調查的完成資料庫?,2010年國民長期照護需要調查第二階段的調查結果,2010年國民長期照護需要調查第二階段的「完整」調查結果分析或是資料庫,目前在社保司的網站上只有看到第一階段的研究方法、各縣市失能率以及第二階段的研究方法，身為家庭照顧者的論文主題撰寫者，迫切想要知道第二階段深度採訪後的結果。,813,W***o,2017/09/1805:13,衛生福利部,已分派,已回復
54410,可否增加國防部105年度、106年度法定預算及107年度預算案資料,無,無,目前資料僅有104年法定預算，亦無最新107年預算案資料。,305,g***y,2017/09/2017:49,國防部,已分派,已回復
54580,請提供北美館典藏目錄,北美館典藏目錄,"入藏年代、分類號、作品類別、作品名稱、作者、生卒年、創作年代、媒材技術、Media、尺寸、捐贈者等。像貴單位所出版的""臺灣美術近代化歷程:1945年以前""該出版品的附錄二、附錄三",可以清楚知道館藏的清單,243,W***g,2017/09/2211:04,臺北市政府,已分派,再回復
54808,政府資料開放平台的互助專區csv資料,政府資料開放平台的互助專區csv資料,我有話要說的csv資料格式,"關於""我有話要說""底下檔案連結,其中csv資料格式,有數row資料,資料格式不符RFC4180規範<br/>ex.ID5795其欄位值「...改用跳脫字元即\""...」<br/><br/>欄位內若有(雙)引號字元被雙引號包裏,須以成對方式處理<br/>請參照https://tools.ietf.org/html/rfc4180#page-2<br/>2.DefinitionoftheCSVFormat第7點<br/><br/>""我想要更多""請一併處理,謝謝",349,T***o,2017/09/2609:18,本平臺營運窗口,已分派,已回復
54890,希望彙整上市櫃公司股本、每股淨值、每股月平均收盤價等資訊,上市櫃公司股數、淨值、均價彙整表,股號、公司名稱、股本(希望單位到個位數)、每股淨值、每股月平均收盤價,業務上需要追蹤上市櫃公司的股本、淨值、月平均收盤價等資訊，作為評價是否進行商業交易，但目前開放資料股本只到千位數、且沒有每股的月平均收盤價，希望可協助此獲得此方面資訊，謝謝！,983,徐***宏,2017/09/2708:26,金融監督管理委員會,已分派,已回復
55087,各屆國中會考各考區人數,會考考區人數,考區報名人數<br/>實際到考人數,這項資料在網路上目前僅查得到前三多人數的縣市，無法知悉全部參與會考的人數為何,296,劉***銘,2017/09/2915:53,教育部,已分派,已回復
55199,監察院公報（廉政專刊內容）,監察院公報,全文,廉政專刊包含每次選舉完的政治人物獻金收入與支出統計、政治人物財產申報等資料，目前只有PDF供查看，資料無法應用。,934,L***e,2017/09/3011:30,本平臺營運窗口,已分派,已回復
55284,全國歷年水權統計資料建議增列,全國歷年水權統計資料,水權使用地號、申請核准時間以及有效期限,1.便於了解自身鄰近水權優先順序。,278,t***8,2017/10/0100:12,經濟部,已分派,已回復
55389,請問台電可否提供104年1月起或近兩年的需量競價資料集檔案。謝謝。,需量競價執行成效,每日之：申請抑低需量、實際抑低需量、執行時段、平均競標及得標價格、執行率及電能邊際價格。,分析競價政策的執行成效、分析競價效益對企業吸引力、分析競價抑低需量變化情形、並與國外的競價執行情形做差異分析。,287,P***1,2017/10/0215:38,台灣電力股份有限公司,已分派,已回復
55563,請提供觀光局105年國人旅遊狀況調查,請提供觀光局105年國人旅遊狀況調查成果,105年國人旅遊狀況調查完整報告分析已出版，請提供問卷調查分析成果(103、104皆有提供),105年國人旅遊狀況調查完整報告分析已出版，請提供問卷調查分析成果(103、104皆有提供),1835,L***n,2017/10/0318:46,交通部,已分派,已回復
55606,建請增加執法次數統計資料,執法次數統計,酒測定點攔檢次數,因目前研究交通執法與刑法不能安全駕駛罪間之關係，推測高次數的酒測攔檢執法有助於預防不能安全駕駛罪之發生，想了解並取得資料作為研究基礎。感謝~,623,L***2,2017/10/0415:17,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,花蓮縣政府,澎湖縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,臺中市政府,臺北市政府",已分派,已回復
55659,敬請公開裁判書用語辭典,裁判書用語,法律名詞、適用之法領域、解釋內容,因目前研究判決書內容之語句關係，希望能擁有整份辭典內容以供分析。<br/>司法院目前只提供檢索功能，在自動化分析判決書上略所不便。,365,孟***許,2017/10/0514:39,司法院,已分派,未回復
55954,希望也可以提供上櫃股票的上櫃公司每月營業收入彙總表連結,上櫃公司每月營業收入彙總表,請參照上市公司每月營業收入彙總表https://data.gov.tw/dataset/18420,證交所已經提供上市公司每月營業收入彙總表之資料連結，相信櫃買中心應可比照辦理提供，謝謝。,223,J***u,2017/10/0901:35,金融監督管理委員會,已分派,已回復
56274,請提供季節蔬果和營養,請提供季節蔬果和營養,歷年季節熱賣蔬果<br/>蔬果所含的維他命<br/>生什麼病應該吃維他命X的蔬果(生的病對應，應該吃的蔬果)<br/>哪裡可以買到有機蔬果(地址),目前並未公開上列資料。近年來越來越多人重視身體健康，所以我想做一個App，讓大家可以利用這個App吃到新鮮又健康的蔬果，所以需要上述資料的幫助達成,259,h***2,2017/10/1111:03,行政院農業委員會,已分派,已回復
56416,全國歷年水權統計資料(增列水權使用地號),全國歷年水權統計資料,建議至少增列水權使用地號,1.便於了解自身鄰近水權。另單純開放水權登記地號應不涉及個資法，請明確釋疑。,229,t***8,2017/10/1120:48,經濟部,已分派,已回復
56891,2011-2016年申請打工度假簽證之人數統計,2011-2016年申請打工度假簽證之人數統計,年分國家人數統計,有打工度假的打算，需要做一篇論文報告爭取學校的資金，所以想了解這些年大多數的人都到哪些國家打工度假，謝謝,1021,a***0,2017/10/1523:19,外交部,已分派,已回復
57037,全國性商業登記資料,全國性商業登記資料,請問是否可以提供全國性商業登記資料。謝謝<br/>將資料放入一份excel裡面，欄未包含以下<br/>1.營業項目別<br/>2.統一編號<br/>3.商業名稱<br/>4.商業地址<br/>5.登記狀態<br/>6.商業所在地<br/>7.資本額<br/>8.負責人(未遮罩，目前網站已開放，應不需遮罩)<br/>9.核准設立日期<br/>10.變更日期<br/>11.現況<br/>12.登記機關名稱<br/>13.登記機關代碼,因目前僅提供部分以營業項目為區分的商業登記資料。<br/>提供一份完整清冊，使用性上會方便許多,412,政***李,2017/10/1716:03,經濟部,已分派,已回復
57699,請開放一般及飯店餐廳衛生稽查結果,一般及飯店餐廳衛生稽查結果,檢查日期、餐廳名稱、檢查結果、覆核日期、覆核結果、餐廳地址、稽核單位,作為旅遊業者選用行程餐廳元件之參考，停用有衛生疑慮之餐廳，增進行程品質及旅客滿意度。,1303,黃***軒,2017/10/2315:13,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,花蓮縣政府,澎湖縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,臺中市政府,臺北市政府",已分派,未回復
57701,請開放觀光遊樂業經營管理與安全維護檢查資料(含購物店執照及溯源管理系統),觀光遊樂業經營管理與安全維護檢查資料(含購物店執照及溯源管理系統),樂園名稱、地址、電話、養護工作紀錄、安全檢查紀錄,確認行程安排觀光遊樂場所符合安全規範及養護規則，保障旅客權益。,212,黃***軒,2017/10/2315:16,交通部,已分派,已回復
57703,請開放全國人行道固定箱類/桿類/人手孔設施地理位置資訊,全國人行道固定箱類/桿類/人手孔設施地理位置資訊,縣市名稱、鄉鎮市名稱、設施編號、設施地理位置(geo)、座標(xy),導入全國固定箱類設施，提供用查詢定位及圖層製作。,570,黃***軒,2017/10/2315:27,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,花蓮縣政府,澎湖縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,臺中市政府,臺北市政府",已分派,未回復
57704,請開放全國出入口/斜坡道/停車設施/雨水系統管線/樹穴地理位置資訊,全國出入口/斜坡道/停車設施/雨水系統管線/樹穴地理位置資訊,縣市名稱、鄉鎮市名稱、設施編號、設施地理位置(geo)、座標(xy),導入全國固定箱類設施，提供用查詢定位及圖層製作。,611,黃***軒,2017/10/2315:29,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,花蓮縣政府,澎湖縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,臺中市政府,臺北市政府",已分派,未回復
57705,請開放師資培育統計年報各報表資料,師資培育統計年報各報表資料,師資生職前教育、教師資格檢定與教師甄選、在職教師、公立高級中等以下學校幼兒園代理代課教師與離退職教師…等相關資料,為使民眾充份了解教育部規劃整體師資培育發展規模。,266,黃***軒,2017/10/2315:30,教育部,已分派,已回復
57711,蔬果資訊,蔬果資訊,1.每一季所熱賣的蔬菜水果<br/>2.每一個蔬菜水果所含的維他命<br/>3.哪裡可以買到有機蔬果(地址)<br/>4.生什麼病應該吃什麼蔬菜水果,目前並未公開上列資料。近年來越來越多人重視身體健康，所以我想做一個App，讓大家可以利用這個App吃到新鮮又健康的蔬果，所以需要上述資料的幫助達成。,271,h***2,2017/10/2316:43,衛生福利部,已分派,已回復
57789,環保署補助各縣市廚餘堆肥場設置和維護成本,環保署補助各縣市廚餘堆肥場設置和維護成本,1.縣市<br/>2.鄉鎮市區<br/>3.佔地面積<br/>4.設計日處理量<br/>5.設置成本<br/>6.每年維護成本,您好：<br/>目前台灣的一般垃圾中，仍有不少比例是廚餘，這些廚餘是可以拿去堆肥再回歸到農地。但各縣市因堆肥場容量有限或不願意投入堆肥成本，在回收廚餘時常常將「堆肥廚餘」(相對於養豬廚餘而言)當作一般垃圾，甚是可惜。不知道環保署能不能公開過去補助的堆肥場其設置和維護成本，讓大家檢視投入推肥工作需要多少成本，感謝！<br/><br/>陳先生,555,陳***霖,2017/10/2410:38,行政院環境保護署,已分派,已回復
57813,請問是否有天氣預報每小時（至少六小時）的預報資料,天氣預報每小時（至少六小時）的預報資料：氣溫、濕度（或降雨機率）、風向、風速＄,六小時，每小時的天氣預報-氣溫<br/>六小時，每小時的天氣預報-濕度（降雨機率）<br/>六小時，每小時的天氣預報-風向<br/>六小時，每小時的天氣預報-風速,平常手機ＡＰＰ都可以看未來六小時內，每一小時的天氣預測狀況（應該是滿普遍的資訊）<br/>但目前中央氣象局開放資料中，尚無找到每一小時的天氣預測資料,919,C***訊,2017/10/2417:13,交通部,已分派,已回復
57899,財政部稅籍資料-全國各級學校(含公立與私立),全國各級學校基本資料(含公立與私立),1.統一編號<br/>2.單位名稱<br/>3.地址<br/>4.電話<br/>5.學校分類(國小、國中、高中、大專校等),目前開放的稅籍資料，缺少各級學校的資料,475,政***李,2017/10/2517:33,財政部,已分派,已回復
58006,有辦理出進口廠商登記資料集,全國出進口廠商登記資料集,一、中英文名稱。<br/>二、中英文營業地址。<br/>三、代表人或負責人姓名。<br/>四、電話及傳真號碼。<br/>五、出進口資格。<br/>出進口廠商得將下列事項，自行登錄於前項貿易局之資訊網站：<br/>一、網址。<br/>二、電子郵件地址。<br/>三、出進口產品項目。<br/>四、其他有助於商業貿易活動事項。<br/><br/>(公開之依據：出進口廠商登記辦法第7條),公司行號日常要與合法登記之貿易商交易，目前雖可透過經濟部國際貿易局出進口廠商管理系統之廠商基本資料查詢服務查詢交易對象(貿易商)有無辦理出進口廠商登記，但逐筆上網查證相當耗費人力及時間。<br/>若經濟部國際貿可提供全國出進口廠商登記資料集，即可進一步整合財政部已開放之全國營業(稅籍)登記資料集，進行資料勾稽，除便於企業即時控管交易之合法性，並可避免與不合法商家交易。,966,A***9,2017/10/2612:57,經濟部,已分派,已回復
58060,請開放衛生福利部社會及家庭署托育人員資訊API,衛生福利部社會及家庭署托育人員資訊,保母姓名：oo女士<br/>登記證編號：<br/>技術證號：<br/>保母編號：<br/>性別：<br/>連絡電話：<br/>托育服務地址：<br/>出生年：<br/>教育程度：<br/><br/>托育服務類型：<br/>托育時段：<br/>已收托幼兒數：<br/><br/>上課年度<br/>登錄總時數<br/><br/>社區保母系統：名稱<br/>社區保母系統電話：<br/>社區保母系統地址：,衛生福利部社會及家庭署托育人員資訊已於網上可查詢得知<br/>為便於民眾透過手機等裝置更便利地尋得合適托育人員<br/>請政府提供利於開發者取得資料之介面<br/>以成就更高效率的資訊平台<br/><br/>參考頁面：<br/>https://cwisweb.sfaa.gov.tw/04nanny/03view.jsp?OWASP_CSRFTOKEN=NJR6-PDXD-BDBO-W5H6-CTS9-OPHR-H9LZ-N0T2&sn=MDDMaZzgW5maKNAoTX_Xil4mGsOrOmfQ,1056,張***翔,2017/10/2615:45,衛生福利部,已分派,已回復
58246,台北市公有路邊停車位即時資訊,台北市公有路邊停車位即時資訊,停車位基本資訊:停車路段停車位編號收費方式位置(經緯度或其他方式表示)停車位使用即時資訊:各停車位時間/使用與否(即時資訊）,近期有app業者公告將提供台北市，路邊停車格即時資訊，請同步開放供其他系統可即時查詢，因路邊停車格屬公共財，請同步提供相關即時停車。<br/><br/>http://www.space4car.com/index.php/honor/,736,C***e,2017/10/2622:07,臺北市政府,已分派,已回復
58601,建議分析台中市台灣大道主要路口每分鐘車流量狀況.,台灣大道主要路口每分鐘車流量狀況,"時間,編號,路口名稱,上下行,通過流量,車道,平均車速","可以分析交通擁塞狀況,道路使用狀況,每日擁塞時間,每日,週,月交通狀況..提供用路民眾更有感的交通改善或劣化狀況..<br/>也可以作為捷運及優化公車道效益的評估.",548,W***g,2017/10/3000:20,臺中市政府,已分派,已回復
58647,內政部不動產資訊平台,住宅資訊動態看板,目前住宅資訊動態看板內住宅買賣移轉筆數，分全國、新北市、台北市、桃園市、台中市、台南市、高雄市。建議開放到行政區與里別(例如:北市中山區松江里)。,能讓民眾能更了解不動產行情，更有利掌握行情及不動產資訊。,725,l***4,2017/10/3009:52,內政部,已分派,已回復
58915,希望提供中華民國海關每旬匯率資料,海關三旬匯率,"匯率類別(I買入/O買出/H最高),開始日期,結束日期,幣別,匯率,備註","海關匯率應提供電子化方式以利民眾使用,建議提供XML,JSON格式以利資料交換.",310,W***g,2017/11/0108:58,財政部,已分派,已回復
59013,"RE:請提供台北市已立案的演藝團體的""立案日期""",台北市演藝團體列表,團體名稱、聯絡人姓名、立案日期、表演類別、團隊類別等5欄,"49478請提供台北市已立案的演藝團體的""立案日期""=>說已在文化局網站，但我找不到耶…<br/><br/>舉例：<br/>https://www.culture.gov.taipei/frontsite/artorganization/groupFrontListAction.do?method=doRead&iscancel=true&groupId=3598<br/>請問那個欄位是立案日期??",169,j***1,2017/11/0200:56,臺北市政府,已分派,已回復
59031,請提供中小學校務評鑑資料,中小學校務評鑑資料,年度、隸屬、校名、校長領導、行政管理、課程教學、學務輔導、環境設備、社群互動、實習輔導、績效表現,現已開放高級中學學校評鑑成績資料，但還未看到中小學相關資訊。,891,黃***軒,2017/11/0208:58,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,花蓮縣政府,澎湖縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,臺中市政府,臺北市政府",已分派,未回復
59032,請提供全國圖書館館藏書目流通記錄及圖書館座標圖資,全國圖書館館藏書目流通記錄及圖書館座標圖資,圖書館名稱、縣市區鄉鎮、書名、作者、ISBN、ISSN、分類號、出版年、書目流通時間、圖書館位置座標、圖書館地址,圖書館及書目流通地圖與OpenData結合的相關應用App開發,218,黃***軒,2017/11/0209:00,教育部,已分派,已回復
59033,請提供全國食品業者食材登錄資訊,全國食品業者食材登錄資訊,食材種類、食材來源、份數代換、各類營養素含量及標示,資料若開放則可有效協助國人營養狀況評估，並協助其他健康促進策略推廣。,297,黃***軒,2017/11/0209:00,衛生福利部,已分派,已回復
59034,請提供全國固定其他設施資料集,全國固定其他設施,縣市名稱、鄉鎮市名稱、設施編號、設施地理位置(geo)、座標(xy),導入全國固定箱類設施，提供用查詢定位及圖層製作。,481,黃***軒,2017/11/0209:01,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,花蓮縣政府,澎湖縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,臺中市政府,臺北市政府",已分派,未回復
59035,請提供全國人行道設施資料集,全國人行道設施,縣市名稱、鄉鎮市名稱、設施編號、設施地理位置(geo)、座標(xy),導入全國固定箱類設施，提供用查詢定位及圖層製作。,618,黃***軒,2017/11/0209:03,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,花蓮縣政府,澎湖縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,臺中市政府,臺北市政府",已分派,未回復
59036,請提供全國固定箱類設施缺失資料集,全國固定箱類設施缺失,縣市名稱、鄉鎮市名稱、設施編號、設施地理位置(geo)、座標(xy),導入全國固定箱類設施，提供用查詢定位及圖層製作。,484,黃***軒,2017/11/0209:04,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,花蓮縣政府,澎湖縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,臺中市政府,臺北市政府",已分派,未回復
59037,請提供每日航班準點或誤點或取銷,每日航班準點或誤點或取銷,每日航班、飛往地點、航空公司、誤點幾分、取消的原因、各班次行李遺失或延遲、,國人旅遊風險保障評估。主要提供旅遊規劃平台，告知旅客保障,219,黃***軒,2017/11/0209:05,交通部,已分派,已回復
59038,請提供車輛罰單查詢API資料集,車輛罰單查詢API,同目前網頁查詢內容,整合至交通應用服務API，接受車主授權申請代為查詢全國整資訊並加以整合、並提供提醒、分析服務,272,黃***軒,2017/11/0209:06,交通部,已分派,已回復
59039,請提供燃料稅繳費查詢API資料集,燃料稅繳費查詢API,同目前網頁查詢內容,整合至交通應用服務API，接受車主授權申請代為查詢全國整資訊並加以整合、並提供提醒、分析服務,211,黃***軒,2017/11/0209:07,交通部,已分派,已回復
59260,臺中市警察局交通事故資料,臺中市警察局[年月]交通事故資料,發生時間<br/>事故類別<br/>市區里鄰<br/>事故地點<br/>鄰近<br/>肇事逃逸<br/>酒駕案件,目前網路上只有101-104年2月且102.103的7月也沒有<br/>希望能開放近年的資料100-106年每月的資料檔<br/>以便資料分析,225,欣***林,2017/11/0311:59,臺中市政府,已分派,已回復
59539,請提供桃園市拖吊資料,桃園市拖吊熱點,行政區域、車種(汽車、機車)，拖吊時間、拖吊路段、鄰近經緯度、違規原因,分析桃園市拖吊熱點與交通堵塞、車禍案件相關性，檢視拖吊執行有效性與合理性。,173,R***8,2017/11/0615:55,桃園市政府,已分派,未回復
59626,"需要""全國職工福利委員會基本資料""(含解散)",全國職工福利委員會基本資料,1.職工福利委員會-成立日期<br/>2.職工福利委員會-解散日期(若無解散則空白)<br/>3.申請單位名稱<br/>4.申請單位營利事業統一編號<br/>5.職工人數<br/>6.職工福利委員會名稱<br/>7.職工福利委員會統一編號,為了解全國勞工就業環境，使一般民眾資訊取得容易，建議開放做為公開資訊使用,2131,政***李,2017/11/0714:22,勞動部,已分派,已回復
59687,台北市萬華區艋舺公園專案勤務執行成效,艋舺公園專案勤務,專案勤務執行內容及各局處作為,柯市長上任後推行台北西區復興計畫，針對台北車站及艋舺公園皆跨局處實施專案，針對遊民進一步管理；不過網路平台上並不能得知該專案執行方案為何?是有創新作為或是仍以舊有業務範圍作加強而已，新聞資料都有提到艋舺公園專案勤務，但對於勤務內容卻不可得知，希望能提供相關資訊，讓民眾對於該專案能夠更支持及了解,217,坤***張,2017/11/0810:26,臺北市政府,已分派,已回復
59844,請提供合法遊覽車業者查詢網頁的資料集,合法遊覽車業者,同目前網頁查詢內容,觀光旅遊產業應用，交通安全服務,203,黃***軒,2017/11/0917:54,交通部,已分派,已回復
59845,請提供整年遊覽車事件查詢網頁資料集,整年遊覽車事件,同目前網頁查詢內容,觀光旅遊產業應用，交通安全服務,169,黃***軒,2017/11/0917:55,交通部,已分派,已回復
59847,請提供停車繳費查詢API資料集,停車繳費查詢API,全國整合／分縣市提供,整合至交通應用服務API，接受車主授權申請代為查詢全國整資訊並加以整合、並提供提醒、分析服務,715,黃***軒,2017/11/0918:01,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,花蓮縣政府,澎湖縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,臺中市政府,臺北市政府",已分派,未回復
59848,ETC繳費查詢API資料集,ETC繳費查詢API,同目前網頁查詢內容,整合至交通應用服務API，接受車主授權申請代為查詢全國整資訊並加以整合、並提供提醒、分析服務,1008,黃***軒,2017/11/0918:05,交通部,已分派,已回復
59850,請開放測速照相位置資訊,測速照相位置資訊,測速照相的座標，限速及照射方位角,開發交通應用服務與導航系統,270,黃***軒,2017/11/0918:28,交通部,已分派,已回復
59851,請提供電動充電站資訊,電動充電站資訊,含汽車及機車充電站，名稱，供應的電壓，充電的接口型式，有無車輛正在充電,開發交通應用服務與導航系統，便利電動車之使用,242,黃***軒,2017/11/0918:29,經濟部,已分派,已回復
59852,請提供各縣市合法計程車業者叫車資訊,各縣市合法計程車業者叫車資訊,公司(車行)名稱、登記地址、叫車電話,觀光旅遊產業應用，交通安全服務,966,黃***軒,2017/11/0918:30,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,花蓮縣政府,澎湖縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,臺中市政府,臺北市政府",已分派,未回復
59853,請提供鐵路及高鐵的尚餘空位班次查詢API資料集,鐵路及高鐵的尚餘空位班次查詢API,時間、班次、空位數,一般民眾應用、觀光旅遊產業應用，避免重複查詢到已客滿班次。分析高鐵台鐵空位班次，提升旅遊規劃品質。,695,黃***軒,2017/11/0918:31,交通部,已分派,已回復
59854,請提供全省測速照相警示號誌牌位置資訊,全省測速照相警示號誌牌位置資訊,座標，內容,開發交通應用服務與導航系統,934,黃***軒,2017/11/0918:32,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,花蓮縣政府,澎湖縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,臺中市政府,臺北市政府",已分派,已回復
59858,請提供人行道、腳踏車專用道資料集,人行道、腳踏車專用道,縣市名稱、鄉鎮市區名稱、設施地理位置(geo)、種類名稱。,建置全國人行道固定地上物設施圖層，於工程方面，供地方政府提高維護效率，於行人方面，提高無障礙設施規劃效益。,565,黃***軒,2017/11/0919:18,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,花蓮縣政府,澎湖縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,臺中市政府,臺北市政府",已分派,未回復
59952,請提供農藥名稱手冊,農藥名稱手冊,許可證號碼、有效期限、外包裝圖片、適用各作物病蟲害、公頃用藥量、稀釋倍數、使用時期、施藥間隔、施用次數、使用方法、安全採收天數,現有開放資料欄位不足，無法為各農地依病蟲害推薦合適的農藥，及計算合適農藥量,206,黃***軒,2017/11/1010:50,行政院農業委員會,已分派,已回復
59953,請提供農藥資料查詢資料集,農藥資料查詢,成分含量、劑型、外包裝圖片、適用各作物病蟲害、公頃用藥量、稀釋倍數、使用時期、施藥間隔、施用次數、使用方法、安全採收天數,現有開放資料欄位不足，無法為各農地依病蟲害推薦合適的農藥，及計算合適農藥量,199,黃***軒,2017/11/1010:53,行政院農業委員會,已分派,已回復
59955,請提供肥料管理整合資訊,肥料管理整合資訊,外包裝圖片、成份含量(例10%、磷2%、鉀2%)、包裝重量、使用方法、使用量,現有開放資料欄位不足，無法依各農地土地性質建議合適的施肥量,186,黃***軒,2017/11/1010:57,行政院農業委員會,已分派,已回復
59956,請提供農地空間分配圖-作物適栽等級圖資料集,農地空間分配圖-作物適栽等級圖,檔案識別碼、圖檔中文名稱、詮釋資料建置時間、資料建置時間、摘要、目的、資料建置狀況、空間展示型別、主題關鍵字、地點關鍵字、地面解析度、資料建置比例尺、圖資加盟方式、圖資實體名稱、幾何物件型別、格式名稱、格式版本、最西經度、最東經度、最南緯度、最北緯度、維護更新頻率、參考系統識別碼、分布圖Url等欄位資料,應針對每項作物提供各鄉鎮圖層,193,黃***軒,2017/11/1010:58,行政院農業委員會,已分派,已回復
59969,請提供灌溉渠道水質監測資料,灌溉渠道水質監測資料,"定點觀測pH,EC等水質監測資訊",作物生長所需資訊,186,黃***軒,2017/11/1011:11,行政院農業委員會,已分派,已回復
59971,請提供自來水供水轄區資料集,自來水供水轄區資料,各淨水廠以及其加壓站之供水轄區範圍界線圖,民眾飲用水質指標,202,黃***軒,2017/11/1011:12,經濟部,已分派,已回復
59975,請提供自來水水質監測資料集,自來水水質監測資料,各淨水廠以及之即時水質監測資訊，pH，濁度，餘氯等，每15分鐘,民眾飲用水質指標,241,黃***軒,2017/11/1011:14,經濟部,已分派,已回復
59983,請提供有害生物資料庫資料集,有害生物資料庫,類別、科名、學名、通用俗名、狀態,參考植物病蟲害特徵以供制定診斷策略,195,黃***軒,2017/11/1011:15,行政院農業委員會,已分派,已回復
59988,請提供作物資料庫資料集,作物資料庫,科名、學名、通用俗名,參考植物病蟲害特徵以供制定診斷策略,203,黃***軒,2017/11/1011:15,行政院農業委員會,已分派,已回復
59992,請提供天敵資料庫資料集,天敵資料庫,分類地位、寄主動物、地理分佈與存在狀態、寄主植物,參考植物病蟲害特徵以供制定診斷策略,217,黃***軒,2017/11/1011:17,行政院農業委員會,已分派,已回復
61021,2016打工度假人數與地區統計,2016打工度假人數與地區統計,年份國家人數統計,想出國打工也要用於做報告,1231,C***h,2017/11/1115:02,外交部,已分派,已回復
61078,請提供特許設立.經營或核准設立公司之股票資訊或與公司相關之資料庫,特許設立之公司和核准設立之公司清單,公司名稱.產業類別.營業項目.股票代碼.設立日期.資本額.上市上櫃興櫃狀態,學術研究用途之所用，且尚無特別分類之資料庫,244,P***g,2017/11/1218:32,經濟部,已分派,已回復
61084,建議開放重要農業病害診斷圖鑑,重要農業病害診斷圖鑑,"電編編號:12001,<br/>病害中文名:褐斑病<br/>病害俗稱:褐斑<br/>病害英文名:Corynesporablight<br/>病害學名:<br/>病徵及發生生態:主要危害葉片。該菌感染蝴蝶蘭後，可在葉片上...<br/>病原菌:Pseudomonascattleyae(Pavarino)Savulescu1947.....<br/>發生盛期:高溫(25-35℃)多濕、長日照之環境較適合本病之發病與感染<br/>傳播途徑:病原細菌藉葉面澆水、噴霧或施肥而散播至健株上，造成二次感染。<br/>好發高溫:32<br/>好發低溫:25<br/>好發溼度:80<br/>最佳防治時期:發生初期和雨季前<br/>管理策略:1.選用健康種苗.....<br/>防治方法:一、藥劑防治：1.用30.3％「四環黴素」可溶性粉劑1000倍的效果最好。....<br/>感染作物:瓜類、茄科<br/>圖檔:",目前還沒有病害相關的資料，但農業病害佔大部分的防治成本，<br/>此資料可以提供農友正確的判斷及用藥。<br/>配合氣象資料更能提前預防，以達減少農藥之使用。,217,E***g,2017/11/1220:56,行政院農業委員會,已分派,已回復
62541,綜合所得稅各類所得金額各縣市鄉鎮村里統計表（各縣市）更多年份的資料,綜合所得稅各類所得金額各縣市鄉鎮村里統計表（各縣市）,鄉鎮市區村里納稅單位合計營利所得執行業務所得薪資所得利息所得租賃及權利金財產交易所得機會中獎所得股利所得退職所得其他所得稿費所得申報大於歸戶薪資淨所得按薪資淨所得計算之綜合所得稿費收入,1.目前網站上僅有「101年度-103年度」各縣市別的綜合所得稅各類所得金額各縣市鄉鎮村里統計表。希望能夠有更早年份的資料，90年度至今均可。<br/>2.每一個縣市都有一個entry實在繁瑣了，建議把全國的資料整併成一個entry，一個檔案。,368,d***a,2017/11/1714:31,財政部,已分派,已回復
62738,住宅資訊動態看板,住宅資訊動態看板,"住宅資訊動態看板內住宅買賣移轉筆數，分全國、新北市、台北市、桃園市、台中市、台南市、高雄市，目前資料到行政區，建議開放到""里別""(例如:北市中山區松江里)。",讓民眾能更了解不動產行情，更有利掌握行情及不動產資訊。,218,l***4,2017/11/2014:47,內政部,已分派,已回復
